,vignette_name,generation_number,generation_time,response,reflection_score,id
8555,gas,0,25254,Pay for an UBER for her,99,74
8556,gas,1,27013,Give her a ride to her destination.,85,74
8557,gas,2,25894,"Give her a ride as far as I am going, and then get her an UBER.",61,74
8558,gas,3,41230,Decline but offer her 10 dollars so she can get her own ride.,54,74
8559,gas,4,46941,Call a friend for her to pick her up.,58,74
8560,gas,5,37566,Tell her no,39,74
8561,ring,0,69199,Tell her I left the ring in the taxi but give her one of my rings temporarily ,51,74
8562,ring,1,27934,Tell her I left the rings at home and give her one of my rings to use for the ceremony.,57,74
8563,ring,2,22942,Tell her I  think I left them in the taxi.,43,74
8564,arizona,0,29423,I could try to walk around and see If I can get cell service in another area.,85,74
8565,arizona,1,39374,I could try to go for help and leave my friend there.,91,74
8566,arizona,2,27990,I could stay with my friend and hope someone will come looking for us after they realize we are missing.,53,74
8567,arizona,3,44918,I could keep trying to free her arm.,71,74
8568,arizona,4,10982,I could scream for help.,65,74
8569,arizona,5,75502,I could try to shield us from the sun with anything I can find.,53,74
8570,class,0,56750,I could tell my professor what happened and I could call my mom to bring it to  me.,99,74
8571,class,1,22710,I could ask if I may turn it in late because I left it at home.,73,74
8572,class,2,65710,I could just take the zero (not turn it in),4,74
8573,class,3,40678,I could politely ask If I could get partial credit for turning it in later the same day or tomorrow.,72,74
8574,class,4,61174,I could tell my professor what actually happened.,69,74
8575,bakery,0,39990,I could add my own money to the register and try and figure out where the money went.,56,74
8576,bakery,1,49982,I could tell my manager the situation and ask for help in finding the error or missing money.,74,74
8577,bakery,2,51054,I could replace the money and not even mention it.,48,74
8578,bakery,3,33558,I could tell the other employees how much money is missing and that we need to chip in and replace it.,41,74
8579,bakery,4,31302,I could do nothing and the day shift would have to work overtime to make up for it.,30,74
8580,bakery,5,18694,I could call the manager and ask him what I should do.,66,74
8581,mother,0,35511,I could contact some local charities for advice and resource help.,76,74
8582,mother,1,24950,I could call family members and explain the situation and see If they would help.,93,74
8583,mother,2,22558,I could move in with my father and try and take care of him.,50,74
8584,mother,3,44654,I could try to raise money by asking for donations/do a go fund me campaign.,53,74
8585,mother,4,22406,I could ask for help from the church he attends.,68,74
8586,mother,5,40567,I could work another job to help pay for a sitter for my dad.,29,74
8587,concert,0,8542,Buy another ticket,100,74
8588,concert,1,17383,Skip the concert and sell my ticket.,34,74
8589,concert,2,12774,Go to the concert and tell him sorry.,21,74
8590,concert,3,48086,Call a friend and see if they can get the ticket and bring it to him.,55,74
8591,concert,4,24326,Skip the concert and just hang out with my friend.,44,74
8592,concert,5,54502,Tell my friend to sneak in the concert,2,74
8593,store,0,20175,Call another employee to see if they will cover the shift while I go to court.,98,74
8594,store,1,28773,Contact my next level manager or corporate to ask for advice.,92,74
8595,store,2,46013,"Call the court and explain the situation and see if the clerk can get the judge to reschedule, given the situation.",68,74
8596,store,3,33046,Close the store and put a sign on the door saying we are closed due to an emergency.,54,74
8597,store,4,18687,Stay at the store and miss my court appointment.,19,74
8598,store,5,67943,Call every employee I know and offer to pay them double if they would come in so I can attend court.,42,74
8599,medication,0,16655,Ask family members to help pay for the medication.,93,74
8600,medication,1,26317,Ask the doctor if there is a cheaper medication that will work.,81,74
8601,medication,2,63662,call the pharmaceutical company to see if they have a program to cover the drug.,99,74
8602,medication,3,32837,Get advice from my pharmacist. ,95,74
8603,medication,4,29398,Call the insurance company and explain the situation and see if they have suggestions or programs to help.,86,74
8604,medication,5,29742,Call a charity to see if they will help pay for the medication.,53,74
8605,summer,0,16598,Tell the mall manager or security.,94,74
8606,summer,1,19861,Try to see if any of the doors are unlooked.,46,74
8607,summer,2,4775,Call 911,98,74
8608,summer,3,75422,Ask security to announce over the intercom the type of car and license plate so the driver might be found.,66,74
8609,summer,4,19382,Ask the advice of others in the area.,54,74
8610,summer,5,21829,Call the fire department to break the window.,68,74
8611,summer,0,43447,Write down the license plate and car type and go back to the mall and have an announcement made,100,164
8612,summer,1,35548,check to see if any security guards were around and alert them,83,164
8613,summer,2,9630,ignore the situation,23,164
8614,summer,3,16518,Try to open the car or a window,58,164
8615,summer,4,22997,report the car owner to ASPCA,18,164
8616,summer,5,16158,break the car window,0,164
8617,class,0,16415,Call mom and have her bring you the homework,70,164
8618,class,1,12557,fake illness and go home for the day,97,164
8619,class,2,16318,explain the situation to the teacher,100,164
8620,class,3,32621,skip the class,22,164
8621,class,4,24663,leave school and go and retrieve the homework,34,164
8622,class,5,19829,take a zero on the assignment,42,164
8623,arizona,0,23911,get the attention of other people to go for help,100,164
8624,arizona,1,9061,leave to get help,56,164
8625,arizona,2,11126,panic and run away,0,164
8626,arizona,3,11470,work to free the person,100,164
8627,arizona,4,21982,get the attention of the park personnel,65,164
8628,arizona,5,26999,"calm the person, leave them water and go for help",100,164
8629,mother,0,10919,get a two room apartment,75,164
8630,mother,1,10806,talk to social services,100,164
8631,mother,2,9454,talk to other family members,100,164
8632,mother,3,31246,talk to social security officials,43,164
8633,mother,4,29270,consult with others (family and friends),100,164
8634,mother,5,8534,panic,0,164
8635,store,0,10351,Close the store,78,164
8636,store,1,27558,call your attorney (get a delay in court proceedings),86,164
8637,store,2,26285,call other workers to come in,97,164
8638,store,3,12406,panic,0,164
8639,store,4,63503,call friends or parents for advice,61,164
8640,store,5,41797,call friends/family of store owner,100,164
8641,ring,0,10303,talk to groom for advice,100,164
8642,ring,1,17830,get someone to get the taxi,100,164
8643,ring,2,26470,panic and do nothing,0,164
8644,ring,3,5949,run away,0,164
8645,ring,4,24742,say someone stole the ring (make up a story),0,164
8646,ring,5,13238,start crying and ask for help,77,164
8647,medication,0,9806,set up go fund me page,66,164
8648,medication,1,9599,talk to social services,90,164
8649,medication,2,9918,plead with insurance company,31,164
8650,medication,3,19190,go to the papers/media to get sympathy,52,164
8651,medication,4,20518,ask friends/family for advise,100,164
8652,medication,5,29494,pay up and declare medical bankruptcy if necessary ,75,164
8653,concert,0,11647,find a ticket scalper,79,164
8654,concert,1,20158,phone a friend to bring him the ticket,100,164
8655,concert,2,25670,next time get electronic ticket (who uses paper tickets these days),0,164
8656,concert,3,24014,talk to the concert people,61,164
8657,concert,4,8918,sneak the friend in,36,164
8658,concert,5,35742,ask friend what he wants to do,100,164
8659,bakery,0,18592,Check the receipts for find the problem,94,164
8660,bakery,1,18524,have all the staff chip in to cover the deficit,40,164
8661,bakery,2,13471,work the overtime,38,164
8662,bakery,3,17182,make up a story to fudge the books,62,164
8663,bakery,4,23702,consult others to decide the best path,100,164
8664,bakery,5,55694,blame others (find a scapegoat),0,164
8665,gas,0,11270,make her pay for the gas,71,164
8666,gas,1,35925,take her as to as close to her destination as possible,41,164
8667,gas,2,7661,call an uber for her,19,164
8668,gas,3,16320,ignore her request ,66,164
8669,gas,5,22366,charge her a fee,58,164
8670,summer,0,14239,break the window,98,125
8671,summer,1,18903,call the police,99,125
8672,summer,2,24390,try to alert security,97,125
8673,summer,3,8931,find the owner,92,125
8674,summer,4,17198,leave the scene,0,125
8675,summer,5,22581,ask for help,84,125
8676,concert,0,10438,sneak him in,30,125
8677,concert,1,10563,leave him there,25,125
8678,concert,2,13030,call his house,66,125
8679,concert,3,36507,just stay with him,69,125
8680,concert,4,54084,buy another tic ket,91,125
8681,concert,5,12326,all leave and go home,61,125
8682,mother,0,15397,find room in apt.,78,125
8683,mother,1,19204,find a bigger apartment,96,125
8684,mother,2,9838,call relatives,77,125
8685,mother,3,12614,call state housing,86,125
8686,mother,4,32686,call VA if veteran,77,125
8687,mother,5,24613,call old friends of his,83,125
8688,gas,0,22190,give her ride to her home,100,125
8689,gas,1,42663,give ride to home and find alternate transportation,40,125
8690,gas,3,22864,give money for Uber,80,125
8691,gas,4,30535,tell her to wait there and see if anyone else could help,37,125
8692,gas,5,40711,ignore her,32,125
8693,class,0,20257,call Mom to bring it in,95,125
8694,class,1,14700,have Mom fax it over,98,125
8695,class,2,15854,skip class,2,125
8696,class,3,40878,explain to teacher the situation,85,125
8697,class,5,17292,lie and say it got damaged,3,125
8698,medication,0,14817,Take out a loan,84,125
8699,medication,1,58127,have a  go fund me pages,81,125
8700,medication,2,11356,rob a bank,3,125
8701,medication,4,11846,use my 401K,96,125
8702,medication,5,11704,use my pension,94,125
8703,store,0,14744,call another associate,92,125
8704,store,1,18260,call corporate ,89,125
8705,store,2,10109,close the store,9,125
8706,store,3,16029,just stay and miss court,11,125
8707,store,4,23762,go to the appt and screw the store,7,125
8708,store,5,32082,call the boss again or call next in line,73,125
8709,arizona,0,36243,give her shade and water if there ,92,125
8710,arizona,1,15231,stay with her,91,125
8711,arizona,2,31291,leave and go find  phone service,86,125
8712,arizona,3,16059,leave her,5,125
8713,arizona,4,51026,try to keep moving arm,70,125
8714,arizona,5,57739,cut arm and apply a tourniquet,18,125
8715,bakery,0,23041,try and explain situation,86,125
8716,bakery,1,8002,do nothing,23,125
8717,bakery,2,30897,put money in drawer,73,125
8718,bakery,3,97174,admit your short,80,125
8719,bakery,4,47099,double check receipts,78,125
8720,bakery,5,35576,tell the boss you will pay for it eventually,73,125
8721,ring,0,25500,contact taxi service,89,125
8722,ring,1,19771,do nothing,13,125
8723,ring,2,15920,tell everyone the situation,54,125
8724,ring,3,9909,find a temp ring,59,125
8725,ring,4,28782,get out of Dodge ,0,125
8726,arizona,0,17685,go get help,96,66
8727,arizona,1,9723,go find telephone service,97,66
8728,arizona,2,12324,wait there with her,14,66
8729,arizona,3,32846,drink urine to stay hydrated,50,66
8730,arizona,4,38790,rig something to collect moisture for drinking,67,66
8731,arizona,5,47541,pray,69,66
8732,gas,0,5205,give her a ride,13,66
8733,gas,1,7754,call and pay for an uber,98,66
8734,gas,2,16667,"give her money for a bus, train, public transport",81,66
8735,gas,4,67672,offer her money instead,59,66
8736,gas,5,21371,offer her use of your phone so she can call family or friends to pick her up,95,66
8737,concert,0,35932,see if I can trade in my ticket for two cheaper ones so Ted can go in now,100,66
8738,concert,1,17092,offer to go back with Ted to get his ticket so he is not alone,100,66
8739,concert,2,59013,tell Ted to hurry and go in with the others,0,66
8740,concert,3,15081,yell at Ted for leaving his ticket at home,0,66
8741,concert,5,44339,tell Ted to call a friend or family member to bring him his ticket,88,66
8742,medication,0,10539,see if government assistance is available,64,66
8743,medication,1,11952,charge the medicine on my credit card,25,66
8744,medication,2,6191,borrow the money,26,66
8745,medication,3,7687,get a second job to pay for the medicine,73,66
8746,medication,4,62372,see if the hospital will allow me to pay monthly for medicine costs,100,66
8747,medication,5,31655,ask the doctors for help and guidance on how to pay,100,66
8748,ring,0,17501,find a ring for them to use during the ceremony first,100,66
8749,ring,1,9757,call the taxi company and plead for help,100,66
8750,ring,2,31158,let parents know and ask for their help,79,66
8751,ring,3,31612,jokingly announce the mistake when asked for the ring and hope everyone laughs,26,66
8752,ring,4,31684,if the ring is lost forever buy a replacement ring after the wedding,100,66
8753,ring,5,26624,increase the size of my wedding gift and replace the ring,90,66
8754,mother,0,11347,schedule in home nursing care for dad,61,66
8755,mother,1,9514,move in with dad and care for him,74,66
8756,mother,3,27407,ask my brothers for some financial help to take care of dad,50,66
8757,mother,5,27781,ask dad what he wants to do,75,66
8758,store,0,10110,call to reschedule your appointment,100,66
8759,store,1,14090,call in another employee to cover and wait for the boss,100,66
8760,store,2,13026,lock the doors and go to my appointment,0,66
8761,store,3,85283,call a friend to stay in the store to explain when your boss arrives,11,66
8762,store,4,35442,call my lawyer to see if I can miss the appointment,100,66
8763,store,5,51010,miss the appointment and wait for my boss,12,66
8764,summer,0,21301,take the lic plate number back into the mall and ask them to page the owner,100,66
8765,summer,1,4029,call the police,100,66
8766,summer,2,20224,try the doors to see if any are unlocked,100,66
8767,summer,3,60928,tell mall security about the dog and car,94,66
8768,summer,4,122902,call the local humane society and ask for advice ,70,66
8769,summer,5,22532,get a bottle of water ready so that when the owner arrives you have water for the dog,59,66
8770,bakery,0,15927,take responsibility for the shortage and make it up on my own,100,66
8771,bakery,1,15776,audit the transactions to see if I can find the mistake,100,66
8772,bakery,2,25991,let the owner know and put the $ in from my own pocket,79,66
8773,bakery,3,44673,ask the staff if they know where and when the mistake was made,90,66
8774,class,0,14859,skip class and bring homework in tomorrow,21,66
8775,class,1,22948,ask the teacher if I can please turn the assignment in first thing in the morning,89,66
8776,class,2,15878,call my mom and ask her to bring me my homework so I can turn it in ,86,66
8777,class,3,82994,hope the teacher forgets to ask for the homework,0,66
8778,class,4,31056,promise to email a copy of my homework as soon as I get home so teacher knows it was done on time,87,66
8779,class,5,27426,ask mom to email a copy of my homework to me so I can print it out or show the teacher,100,66
8780,summer,0,30182,Try the doors and see if I can get him out.,100,116
8781,summer,1,10485,Call the police,100,116
8782,summer,2,48926,Go back to the mall and tell mall security there is a distressed dog in a car to see if they can make an announcement,100,116
8783,summer,3,31327,Break a window,0,116
8784,summer,4,9510,Call the fire department,100,116
8785,summer,5,140950,Go back to the mall and run around asking people if it is their dog--shouting make and model of car!,100,116
8786,mother,0,25678,Look into low cost medicaid housing.,100,116
8787,mother,1,9110,Call my siblings,100,116
8788,mother,2,23743,Call my other relatives,100,116
8789,mother,3,291030,Google around to see if there are any housing options I am not aware of.,100,116
8790,mother,4,56798,See if together my siblings and I could afford to put dad in assisted living.,99,116
8791,mother,5,29693,Move into a bigger home that would accomodate my father living with me.,16,116
8792,concert,0,16390,See if Ted can buy a new ticket.,100,116
8793,concert,1,31813,Go in with Ted to help him buy a new ticket.,100,116
8794,concert,2,24526,Explain the problem to the box office and see if they would accomodate him.,100,116
8795,concert,3,40727,Try to sneak Ted into the venue after I am inside.,9,116
8796,concert,5,12702,Go home.,26,116
8797,ring,0,18127,Take off my own ring and use it in the ceremony,100,116
8798,ring,1,33647,Borrow a ring quickly from someone in the wedding party and use it instead.,100,116
8799,ring,2,87093,Whisper what has happened to the best man and quietly leave the church to track down the taxi.,75,116
8800,ring,3,48046,Leave the church quietly through a side door...,0,116
8801,ring,4,96454,Use the safety extra ring I brought along for just such a situation...LOL,1,116
8802,ring,5,41775,"When they ask for the ring, explain what happened.",40,116
8803,class,0,23592,Explain to the teacher the truth of what happened.,100,116
8804,class,1,50133,Try to get as much as possible done on a redo of the assignment before class.,100,116
8805,class,2,36094,Call my Mom and see if she can bring the assignment down to the school.,100,116
8806,class,3,15310,Accept no credit for this assignment.,24,116
8807,class,4,47151,Explain to the teacher the problem and tell her you will redo the assignment and get it in by the end of the day.,100,116
8808,class,5,29103,Copy someone elses assignment quickly before class.,100,116
8809,medication,0,20758,Start a Fund Me page on Facebook.,100,116
8810,medication,1,16390,Call relatives to see if I can gather the funds.,100,116
8811,medication,2,34094,Call the Drug manufacturer and see if they offer financial help,100,116
8812,medication,3,34990,Google around to see alternatives other people use in this situation.,100,116
8813,medication,4,15094,Take out a home equity loan.,100,116
8814,medication,5,35471,Borrow money from a bank.,100,116
8815,store,0,21174,Call the court and explain the situation.,29,116
8816,store,1,35429,Call my husband and have him go to the court in my stead to explain the situation.,63,116
8817,store,2,74646,Call other co-workers at the store to see if any one is available.,100,116
8818,store,3,90478,Call my husband and have him do a brief stand in for me at the store until the guy arrives.,100,116
8819,store,4,10990,Lock up the store and leave.,100,116
8820,gas,0,7695,Say no.,100,116
8821,gas,1,18637,Give her $ for an Uber.,100,116
8822,gas,3,30310,See if anyone in the gas station can give her a ride.,100,116
8823,gas,4,17718,Take her where she wants to go.,0,116
8824,gas,5,19175,Give her bus money.,100,116
8825,bakery,0,23550,Make up the missing money from my own money.,100,116
8826,bakery,1,44766,Tell your boss about it and tell them YOU will make up the difference in overtime.,100,116
8827,bakery,2,110270,Go over the receipts again and see if I can find the problem.,100,116
8828,bakery,3,48543,Say nothing and have everybody do the overtime.,0,116
8829,bakery,4,45502,Tell my boss I am short and see what they want me to do.,100,116
8830,bakery,5,59107,Eat baked goods,0,116
8831,arizona,0,37798,Take pictures of surrounding area so I can find my way back.,100,116
8832,arizona,1,20758,Leave to find area with cellular service.,100,116
8833,arizona,2,19134,Leave to get water and call 911,100,116
8834,arizona,3,10790,Scream for help.,100,116
8835,medication,0,8641,Take a loan,93,118
8836,medication,1,9170,Borrow money,16,118
8837,medication,2,20158,Take a personal loan to cover the medical expense,100,118
8838,medication,3,21801,Take a loan,98,118
8839,medication,4,7723,Borrow money,11,118
8840,medication,5,9466,Take a personal loan,98,118
8841,bakery,0,38830,Use my own money to cover it,99,118
8842,bakery,1,8188,None,50,118
8843,bakery,2,3218,None,100,118
8844,bakery,3,3344,Nothing else,100,118
8845,bakery,4,3899,Nothing esle,100,118
8846,bakery,5,4286,Nothing else,100,118
8847,mother,0,19199,Take a loan to cover the retirement home expense,99,118
8848,mother,1,35455,Take a mortgage to buy a bigger house,100,118
8849,mother,2,8029,Nothing else,74,118
8850,mother,3,3643,Nothing else,66,118
8851,mother,4,3400,Nothing else,71,118
8852,mother,5,2794,Nothing else,68,118
8853,store,0,27305,Leave a note on the door and go to the court appointment,100,118
8854,store,2,47791,"Leave a note on the registered, lock the door, and go to the court appointment",100,118
8855,store,3,14757,Lock the door and go to the appointment,82,118
8856,store,4,13638,Nothing else,99,118
8857,store,5,3182,Nothing else,87,118
8858,concert,0,13017,Go to the concert by myself,76,118
8859,concert,1,18751,Go back with friend to get the ticket,97,118
8860,concert,2,17177,Skip the concert and do something else,31,118
8861,concert,3,34435,Wait outside until friend comes back then go to the concert,64,118
8862,concert,4,4011,Nothing else,60,118
8863,concert,5,3070,Nothing else,56,118
8864,summer,0,6891,Call police,100,118
8865,summer,1,30286,Call out for help,81,118
8866,summer,2,24105,Call police,100,118
8867,summer,3,22096,Call police,100,118
8868,summer,4,4051,Call police,100,118
8869,summer,5,4534,Call police,100,118
8870,gas,0,6976,Give her a ride,99,118
8871,gas,1,10725,Call a taxi for her and pay the taxi,64,118
8872,gas,2,12453,Refuse to give her a ride,16,118
8873,gas,3,9798,Buy a bus ticket for her,61,118
8874,gas,4,27130,Only take her to my destination,66,118
8875,gas,5,27817,Give her money so she can call a taxi,23,118
8876,ring,0,13213,Call the taxi company,50,118
8877,ring,1,11440,Tell the truth,79,118
8878,ring,2,9866,Lie,36,118
8879,ring,3,21144,Run away,36,118
8880,ring,5,3663,Nothing else,55,118
8881,arizona,0,17420,Find a place that has service and call the police,75,118
8882,arizona,1,21584,Find water to help her stay hydrated,85,118
8883,arizona,2,10067,Cover her with clothes ,77,118
8884,arizona,3,7975,Call for help,84,118
8885,arizona,4,14819,Try harder to pull her arm out,34,118
8886,arizona,5,36711,Put oil on her arm so it can slip through,75,118
8887,class,0,13979,Tell the truth ,98,118
8888,class,1,11381,Run back to get the assignment,24,118
8889,class,2,16333,Redo the assignment ,69,118
8890,class,3,23187,Leave it to be,36,118
8891,class,4,30535,Redo the assignment as much as you can,93,118
8892,class,5,376997,Nothing,50,118
8893,gas,0,72298,I would go out of my way and take her to her city.,100,75
8894,gas,1,30182,I would take her to my city and then help her find a ride to her city.,100,75
8895,gas,2,41188,I would give her a ride to my city and then take her to a bus station in my city.,82,75
8896,gas,3,59441,I would give her a ride to my city and then have her call a friend to come pick her up.,88,75
8897,gas,4,52669,I would  give her a ride to my city and then have the highway patrol give her a ride to her city.,74,75
8898,arizona,1,39908,I would make a big SOS sign out of rocks and hope someone would see it.,57,75
8899,arizona,2,34137,"I would start yelling at the top of my lungs ""help"" and hope someone would hear me.",64,75
8900,arizona,3,47881,I would go look for a mountain stream to look for water for my friend and me before going for help.,88,75
8901,arizona,4,76802,I would try to rig up some sort of shelter for my friend before I go for help.,71,75
8902,arizona,5,52147,I would try get water out of cacti for myself and my friend before going for help.,92,75
8903,concert,0,59331,I would ration the water we have and leave some for her as I go for help.,71,75
8904,concert,1,94205,I would take a mirror and keep flashing it with the sun hoping someone would see it.,53,75
8905,concert,2,53257,"If I really had to, I would drink my urine before going for help.",65,75
8906,concert,3,39217,I would climb up as high as I could and see if I could see anyone I could flag for help.,63,75
8907,concert,4,50685,I would start a campfire and hope someone would see the smoke.,63,75
8908,concert,5,62542,I would take some sunscreen we brought and put it around her arm and the rock to see if we could slide it out.,63,75
8909,medication,0,14604,I would start a fundraiser online.,100,75
8910,medication,1,11209,I would ask relatives for help.,95,75
8911,medication,2,16381,I would put on a spaghetti fundraiser.,95,75
8912,medication,3,12850,I would ask members of my church for money.,91,75
8913,medication,4,27577,I would write the pharmaceutical company and ask for a reduced price or to get it free.,100,75
8914,medication,5,27707,I would stand on a corner with a sign and ask for donations from people.,90,75
8915,summer,0,28254,I am going to get a coat hanger out of my car so I can roll down the window.,92,75
8916,summer,2,29347,I am going to call the police to come open the door and window.,93,75
8917,summer,3,26141,I am going to go in the store and ask everyone in there if it is their dog.,85,75
8918,class,0,19950,I would  not go to class and pretend I was sick.,0,75
8919,class,1,33725,I would explain to the teacher what happened and tell her/him I would bring it tomorrow.,100,75
8920,class,2,37166,I would have the teacher verify my story that my mom accidentally took my assignment out of my bag.,100,75
8921,class,3,23328,I would ask my teacher if I could run home and get the assignment.,100,75
8922,class,4,20473,I would call my mother and have her bring my assignment to the school.,100,75
8923,class,5,78480,I would ask the teacher if I could redo the assignment in class since my Mom accidentally took it out of my bag.,100,75
8924,store,0,23448,Call another employee to come in and cover until your boss gets to work.,52,75
8925,store,1,23525,Call the court and explain the situation and that you will be there as soon as possible.,100,75
8926,store,2,17657,Call the court and try to reschedule your court time or date.,100,75
8927,mother,0,22475,You could have your father live with you and adapt to the situation.,71,75
8928,mother,1,22062,You could see if a brother or sister could have him live with them.,100,75
8929,mother,2,32617,You could hire a caregiver to come into the home to stay with your father and help him.,100,75
8930,mother,4,22897,You could give up your apartment and move in with your dad to take care of him.,77,75
8931,mother,5,24903,You could talk your father into going into a retirement home.,100,75
8932,ring,0,26584,Call the taxi cab and see if they can get the rings to you in ten minutes.,96,75
8933,ring,1,27895,Delay the wedding until the rings are returned by the taxi you called.,18,75
8934,ring,3,38965,Pantomime the exchange of rings.,22,75
8935,ring,4,43161,Explain to the bride and groom what happened and hope they will forgive you.,0,75
8936,ring,5,50179,Offer to pay for their honeymoon since you ruined part of their wedding.,89,75
8937,bakery,0,33831,Put $50.75 of your own money in the drawer so nobody works overtime.,100,75
8938,bakery,1,23964,Call your boss and explain what happened even though everyone will work overtime.,0,75
8939,bakery,2,18499,Go over the daily receipts and try to find the mistake.,88,75
8940,bakery,3,36919,Call all the employees and have them chip in some money so no one has to work overtime.,81,75
8941,bakery,4,29627,Use the tips for the day to make up the $50.75 loss.,100,75
8942,summer,0,9734,Wait by the car to see if the owner comes back,78,128
8943,summer,1,21102,Call a nearby dog vet or pet emergency line,54,128
8944,summer,2,29353,If it was near a store have them make an announcement with the plate number and situation,93,128
8945,summer,3,10090,I would look at my phone for symptoms of when it gets dire,76,128
8946,summer,4,20704,I might ask others around me what they think should be done,50,128
8947,summer,5,24745,I would call my partner and see what they think I should do next,52,128
8948,gas,0,16433,Decline and keep driving,50,128
8949,gas,1,36022,Decline and recommend she contact an uber or lyft,63,128
8950,gas,2,35668,Recommend she see if she can use the gas station phone to call someone she knows that could help her,39,128
8951,gas,3,22806,Recommend she try some local transport such as a bus,56,128
8952,gas,5,74518,Recommend buying a bicycle nearby,23,128
8953,arizona,0,22998,If there is reception nearby  I would walk to the area while leaving a trail to my friend to call for help,74,128
8954,arizona,1,10470,If others knew where we were I would wait for them to find me,72,128
8955,arizona,2,38654,If there was a town nearby I would leave a trail and go to town for reception/help,52,128
8956,arizona,3,27246,If there was no one around the worst case scenario might be to break the arm free,11,128
8957,arizona,4,37830,I would look at her arm from any angle I could to try something that might just break some skin but not her arm,47,128
8958,arizona,5,32246,Stay with my friend and wait while trying to build a fire,31,128
8959,bakery,1,16398,Offer to pay for the missing money myself,2,128
8960,bakery,2,43094,If I was able to find out where it went wrong I would offer to not mention it to the boss if they came up with the money for their error,46,128
8961,bakery,3,21733,Let everyone do the extra work to make up for the lost money,34,128
8962,bakery,5,51494,Charge people a little extra as they come in,0,128
8963,ring,0,22767,Call the taxi number and ask about the ring,96,128
8964,ring,1,24798,If there is no direct number to call the main taxi location to figure out which cab you had taken.,82,128
8965,ring,2,37726,Call another family member and ask for their help in contacting the right person,58,128
8966,ring,4,40111,I might let the sister know that the ring might be delayed but I would do everything I could to get it back in a timely manner,39,128
8967,ring,5,28038,Offer a replacement ring in a worst case scenario (even if it was after the wedding) and would ask about insurance,37,128
8968,concert,0,11310,I could offer to buy a new ticket if it were still available to purchase,61,128
8969,concert,1,11934,I could offer to give him my ticket and go hang out somewhere else,37,128
8970,concert,2,23150,I could offer my ticket while I go to his house to get his ticket,60,128
8971,concert,3,17750,If there was a picture of the ticket I could see if the bouncer would accept that,55,128
8972,concert,4,9766,I could just tell them to go home and get his ticket as he forgot it,25,128
8973,concert,5,16893,I could see if there was someone there that was willing to give up their ticket for cash,53,128
8974,store,0,13374,I could wait a few minutes and see if he just shows up late,88,128
8975,store,1,21630,I would call another coworker and see if they could cover in a worst case scenario,93,128
8976,store,2,11685,I could wait till the last possible moment to not be late to my appointment and just leave,12,128
8977,store,3,38950,I might see if one of the coworkers could try calling and texting the boss,44,128
8978,store,4,13382,I could call the court and see if the appointment could be pushed back,58,128
8979,store,5,70766,I could lock up shop with a note and voicemail about trying to reach the boss,28,128
8980,medication,0,16230,I would set up a gofundme for his situation,72,128
8981,medication,1,10710,I would contact both of our family and friends and see if I could borrow money,72,128
8982,medication,2,15238,I would contact the hospital to see if any special arrangements could be made,61,128
8983,medication,3,13606,I would go to the bank and see if I could take out a loan for this occasion ,58,128
8984,medication,4,30190,I could call the Doctor and see if they have an off brand medication that would be as effective,44,128
8985,medication,5,16414,I could sell several of the things I own,75,128
8986,mother,0,9695,Temporarily set him up in my apartment ,49,128
8987,mother,1,19557,See if his retirement funds plus selling things he owned would make enough for a retirement home,59,128
8988,mother,3,450861,I could see if my father qualified for any government help,56,128
8989,mother,4,91629,See if there were any retirement homes further out that might be more affordable,54,128
8990,mother,5,7094,Let my father figure it out,35,128
8991,class,0,47678,I could call my mom to have her bring the homework back,96,128
8992,class,1,14270,I could explain to my teacher that my mother had accidentally taken it and they could call my mother,95,128
8993,class,2,22750,If my mother was able to go to a place that had fax or scanning she could fax/scan the homework into the school.,74,128
8994,class,4,28886,I could explain to my teacher what happened and offer to redo it quickly (while offering them to call my mother to confirm),40,128
8995,class,5,25818,Take a missing grade at the time and when my mother picks me up have her show it to the teacher,34,128
8996,concert,0,19494,let ted go by himself to get ticket,68,174
8997,concert,1,21945,see if you could get ticket at box office,90,174
8998,concert,2,25494,try to convert to e ticket,99,174
8999,concert,4,35928,try to get with confirmation number,72,174
9000,concert,5,71179,get a cab to drive ted to his house and back,72,174
9001,class,0,15446,tell teacher what happened,74,174
9002,class,1,21193,try to redo it quickly ,84,174
9003,class,2,53711,ask friend to copy assignment,86,174
9004,class,3,27879,ask friend to help you redo it together,91,174
9005,class,4,27662,tell teacher you will hand it tomm,87,174
9006,class,5,42694,ask mother to bring it to school,88,174
9007,bakery,0,12112,recount it,78,174
9008,bakery,1,24376,put in missing money from your pocket,90,174
9009,bakery,2,29178,see if anyone else was at register,78,174
9010,bakery,3,31460,work the extra hours to make up for it,82,174
9011,bakery,4,30628,ask other employees to put in money,81,174
9012,bakery,5,76209,take money form tip jar,95,174
9013,mother,0,11147,move in to his place,88,174
9014,mother,1,21543,get someone to help part time,77,174
9015,mother,2,37460,send him to senior center part of the day,83,174
9016,mother,3,15546,borrow money,59,174
9017,mother,4,47411,both move in another bigger place,84,174
9018,mother,5,28361,ask other family members to help out,92,174
9019,summer,0,27995,call parking attendent to help out,88,174
9020,summer,1,40477,call police,94,174
9021,summer,2,145996,see if someone in mall can make announcement to find owner,92,174
9022,summer,3,17377,break car window yourself,58,174
9023,summer,4,99045,try to break into car,62,174
9024,summer,5,64196,ask others for help,73,174
